entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	uniprot	cancer	cancer_type	cancer_dom	cancer_rec	duplicability	origin	mirna	function	chromosome	tstart	tend	aliases	main_refseq	duplicability_main_refseq	potential_false_positive	primary_sites	degree	betweenness	clustering	complexes
119749	OR4C46	olfactory receptor, family 4, subfamily C, member 46	11p11.12	14964	31271	614273	NP_001004703	NM_001004703	ENSP00000329056	A6NHA9	TRUE	can	0	0	12	Mammals	0	Cell response to stimuli,Signal transduction	chr11	51515282	51516208	|NA|	NP_001004703	12	TRUE	1				1
120114	FAT3	FAT atypical cadherin 3	11q14.3	-	23112	612483	NP_001008781;XP_006718827	NM_001008781;XM_006718764	ENSP00000298047	Q8TDW7	TRUE	can	0	0	0	Eukaryotes	6	Cell motility and interactions	chr11	92085279	92624276	|CDHF15|CDHR10|	NP_001008781	0	FALSE	5	2	14	0.0000	
120892	LRRK2	leucine-rich repeat kinase 2	12q12	-	18618	609007	NP_940980;XP_005268686	NM_198578;XM_005268629	ENSP00000298910	Q5S007	TRUE	can	0	0	0	Last Universal Common Ancestor	2	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	chr12	40618934	40761564	|AURA17|DARDARIN|PARK8|RIPK7|ROCO2|	NP_940980	0	FALSE	1	245	278302	0.0270	1
121227	LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	12q14.1	8317	30991	608870	NP_001129523;NP_700356	NM_001136051;NM_153377	ENSP00000326759	Q6UXM1	TRUE	cgc	1	0	0	Last Universal Common Ancestor	3	-1	chr12	59266357	59314016	|NA|	NP_700356	0	FALSE	1	1	0	0.0000	
121256	TMEM132D	transmembrane protein 132D	12q24.33	13906	29411	611257	NP_597705	NM_133448	ENSP00000408581	Q14C87	TRUE	can	0	0	0	Metazoans	0	-1	chr12	129558423	130387884	|MOLT|PPP1R153|	NP_597705	0	FALSE	1	1	0	0.0000	
121364	OR10A7	olfactory receptor, family 10, subfamily A, member 7	12q13.2	14883	15329	-	NP_001005280	NM_001005280	ENSP00000326718	Q8NGE5	TRUE	can	0	0	0	Vertebrates	0	Cell response to stimuli,Signal transduction	chr12	55614809	55615756	|OR12-6|	NP_001005280	0	TRUE	1				1
121601	ANO4	anoctamin 4	12q23.1	15527	23837	610111	NP_001273544;NP_001273545;NP_849148;XP_006719303	NM_001286615;NM_001286616;NM_178826;XM_006719240	ENSP00000376705;ENSP00000471210	Q32M45	TRUE	can	0	0	0	Eukaryotes	0	-1	chr12	101295564	101520845	|TMEM16D|	NP_001273544	0	FALSE	1				
122740	OR4K14	olfactory receptor, family 4, subfamily K, member 14	14q11.2	14977	15352	-	NP_001004712	NM_001004712	ENSP00000305011	Q8NGD5	TRUE	can	0	0	0	-	0	Cell response to stimuli,Signal transduction	chr14	20482423	20483352	|OR14-18|OR14-22|	NP_001004712	0	TRUE	1				1
122742	OR4L1	olfactory receptor, family 4, subfamily L, member 1	14q11.2	14982	15356	-	NP_001004717	NM_001004717	ENSP00000319217	Q8NH43	TRUE	can	0	0	0	Mammals	0	Cell response to stimuli,Signal transduction	chr14	20528204	20529139	|OR14-28|OR4L2P|	NP_001004717	0	TRUE	1				1
124540	MSI2	musashi RNA-binding protein 2	17q22	7438	18585	607897	NP_620412;NP_733839;XP_005257071;XP_005257072;XP_005257073;XP_005257075;XP_006721744	NM_138962;NM_170721;XM_005257014;XM_005257015;XM_005257016;XM_005257018;XM_006721681	ENSP00000284073	Q96DH6	TRUE	cgc	1	0	0	Eukaryotes	1	-1	chr17	55334104	55752487	|MSI2H|	XP_005257071	0	FALSE	1	13	1080	0.2180	
124583	CANT1	calcium activated nucleotidase 1	17q25.3	13003	19721	613165	NP_001153244;NP_001153245;NP_620148;XP_005257077;XP_005257078;XP_005257079;XP_006721745;XP_006721746	NM_001159772;NM_001159773;NM_138793;XM_005257020;XM_005257021;XM_005257022;XM_006721682;XM_006721683;XR_243633	ENSP00000307674	Q8WVQ1	TRUE	cgc	1	0	0	Eukaryotes	4	Regulation of intracellular processes and metabolism,Signal transduction	chr17	76989635	76993704	|DBQD|SCAN-1|SCAN1|SHAPY|	NP_001153244	0	FALSE	1	2	5	0.0000	
125963	OR1M1	olfactory receptor, family 1, subfamily M, member 1	19p13.2	17689	8220	-	NP_001004456	NM_001004456	ENSP00000401966	Q8NGA1	TRUE	can	0	0	0	-	0	Cell response to stimuli,Signal transduction	chr19	9203921	9204859	|NA|	NP_001004456	0	TRUE	1				1
126206	NLRP5	NLR family, pyrin domain containing 5	19q13.43	10111	21269	609658	NP_703148	NM_153447	ENSP00000375063	P59047	TRUE	can	0	0	0	Mammals	0	-1	chr19	56515083	56572891	|CLR19.8|MATER|NALP5|PAN11|PYPAF8|	NP_703148	0	FALSE	1				
126410	CYP4F22	cytochrome P450, family 4, subfamily F, polypeptide 22	19p13.12	8256	26820	611495	NP_775754	NM_173483	ENSP00000269703	Q6NT55	TRUE	can	0	0	0	Last Universal Common Ancestor	1	-1	chr19	15636148	15662279	|ARCI5|INLNE|LI3|	NP_775754	0	FALSE	1				
126567	C2CD4C	C2 calcium-dependent domain containing 4C	19p13.3	-	29417	610336	NP_001129735;XP_006722712	NM_001136263;XM_006722649	ENSP00000328677	Q8TF44	TRUE	can	0	0	0	Metazoans	0	-1	chr19	407099	408361	|FAM148C|KIAA1957|NLF3|	NP_001129735	0	FALSE	1				
127255	LRRIQ3	leucine-rich repeats and IQ motif containing 3	1p31.1	14485	28318	-	NP_001099129;XP_005270508;XP_005270509;XP_005270510;XP_005270511;XP_006710415;XP_006710416	NM_001105659;NM_145258;XM_005270451;XM_005270452;XM_005270453;XM_005270454;XM_006710352;XM_006710353	ENSP00000346414	A6PVS8	TRUE	can	0	0	0	Eukaryotes	0	-1	chr1	74492500	74649368	|LRRC44|	NP_001099129	0	FALSE	1	2	11	0.0000	
127294	MYOM3	myomesin 3	1p36.11	8200	26679	-	NP_689585	NM_152372	ENSP00000363557	Q5VTT5	TRUE	can	0	0	0	Vertebrates	0	-1	chr1	24383857	24435126	|NA|	NP_689585	0	FALSE	1	2	2	0.0000	
127602	DNAH14	dynein, axonemal, heavy chain 14	1q42.12	-	2945	603341	NP_001138626;NP_001364;NP_659426;XP_006711798	NM_001145154;NM_001373;NM_144989;XM_006711735	ENSP00000383737	Q0VDD8	TRUE	can	0	0	0	Metazoans	0	-1	chr1	225140405	225586968	|C1orf67|Dnahc14|HL-18|HL18|	NP_001364	0	FALSE	1	1	0	0.0000	
128611	ZNF831	zinc finger protein 831	20q13.32	-	16167	-	NP_848552;XP_005260329;XP_005260330;XP_005260331;XP_005260332;XP_006723761	NM_178457;XM_005260272;XM_005260273;XM_005260274;XM_005260275;XM_006723698	ENSP00000360069	Q5JPB2	TRUE	can	0	0	0	Eukaryotes	0	-1	chr20	57766075	57829795	|C20orf174|dJ492J12.1|	NP_848552	0	FALSE	1				
128674	PROKR2	prokineticin receptor 2	20p12.3	8453	15836	607123	NP_658986;XP_005260720	NM_144773;XM_005260663	ENSP00000217270	Q8NFJ6	TRUE	can	0	0	1	Metazoans	1	Signal transduction	chr20	5282689	5295015	|GPR73L1|GPR73b|GPRg2|HH3|KAL3|dJ680N4.3|	NP_658986	1	FALSE	1				3
129446	XIRP2	xin actin-binding repeat containing 2	2q24.3	10267	14303	609778	NP_001073278;NP_001186072;NP_001186073;NP_001186074;NP_689594;XP_006712319	NM_001079810;NM_001199143;NM_001199144;NM_001199145;NM_152381;XM_006712256	ENSP00000295237	A4UGR9	TRUE	can	0	0	0	Vertebrates	1	Cellular processes	chr2	167759993	168110633	|CMYA3|	NP_689594	0	FALSE	1	7	278	0.0950	
129684	CNTNAP5	contactin associated protein-like 5	2q14.3	16732	18748	610519	NP_570129;XP_006712321	NM_130773;NM_138996;XM_006712258	ENSP00000399013	Q8WYK1	TRUE	can	0	0	0	Eukaryotes	0	Signal transduction	chr2	124783228	125671862	|caspr5|	NP_570129	0	TRUE	1				
130507	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)	2q31.1	15887	30467	613831	NP_742067;XP_005246356;XP_005246357;XP_006712331;XP_006712332;XP_006712333;XP_006712334	NM_172070;XM_005246299;XM_005246300;XM_006712268;XM_006712269;XM_006712270;XM_006712271	ENSP00000396068	Q6ZT12	TRUE	can	0	0	0	Eukaryotes	2	Cell response to stimuli,Cellular metabolism,Multicellular activities	chr2	170684018	170938350	|ZNF650|	XP_005246356	0	FALSE	1	4	6	0.1670	
132243	H1FOO	H1 histone family, member O, oocyte-specific	3q22.1	13621	18463	-	NP_722575;XP_005247180	NM_153833;XM_005247123	ENSP00000319799	Q8IZA3	TRUE	can	0	0	1	Metazoans	0	Cell cycle,DNA/RNA metabolism and transcription	chr3	129262062	129270180	|osH1|	NP_722575	1	FALSE	1				
132884	EVC2	Ellis van Creveld syndrome 2	4p16.2-p16.1	6269	19747	607261	NP_001159608;NP_667338;XP_006713922;XP_006713923	NM_001166136;NM_147127;XM_006713859;XM_006713860	ENSP00000342144	Q86UK5	TRUE	can	0	0	0	Vertebrates	0	-1	chr4	5564578	5710240	|LBN|	NP_667338	0	FALSE	1	2	31	0.0000	2
133060	OTOP1	otopetrin 1	4p16.3	7421	19656	607806	NP_819056	NM_177998	ENSP00000296358	Q7RTM1	TRUE	can	0	0	1	Vertebrates	0	Development	chr4	4190533	4228591	|NA|	NP_819056	1	FALSE	1				
133558	MROH2B	maestro heat-like repeat family member 2B	5p13.1	8808	26857	-	NP_775760;XP_006714502	NM_173489;XM_006714439	ENSP00000382476	Q7Z745	TRUE	can	0	0	0	Eukaryotes	0	-1	chr5	40998157	41069855	|HEATR7B2|	NP_775760	0	FALSE	1	1	0	0.0000	
133584	EGFLAM	EGF-like, fibronectin type III and laminin G domains	5p13.2-p13.1	13433	26810	-	NP_001192230;NP_689616;NP_877950;NP_877953;XP_006714503	NM_001205301;NM_152403;NM_182798;NM_182799;NM_182801;XM_006714440	ENSP00000346964	Q63HQ2	TRUE	can	0	0	0	Eukaryotes	1	-1	chr5	38258857	38464085	|AGRINL|AGRNL|PIKA|	NP_001192230	0	FALSE	1	3	99	0.3330	
137209	ZNF572	zinc finger protein 572	8q24.13	15851	26758	-	NP_689625	NM_152412	ENSP00000319305	Q7Z3I7	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr8	125988589	125990097	|NA|	NP_689625	0	FALSE	1	25	4648	0.0900	
137964	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6	8p11.21	12175	20880	608143	NP_848934;XP_005273460	NM_178819;XM_005273403	ENSP00000380184	Q86UL3	TRUE	can	0	0	1	Last Universal Common Ancestor	2	Cell cycle,Cellular metabolism,Development,Multicellular activities	chr8	41456659	41478517	|1-AGPAT 6|LPAAT-zeta|LPAATZ|TSARG7|	NP_848934	1	FALSE	1	4	1915	0.0000	
137970	UNC5D	unc-5 homolog D (C. elegans)	8p12	11661	18634	-	NP_543148;XP_006716351	NM_080872;XM_006716288	ENSP00000385143	Q6UXZ4	TRUE	can	0	0	0	Metazoans	3	Cell cycle,Signal transduction	chr8	35093303	35648078	|PRO34692|Unc5h4|	NP_543148	0	FALSE	1				
138009	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2	8q21.3	8187	26657	-	NP_689631	NM_152418	ENSP00000316496	Q8NA75	TRUE	can	0	0	1	Eukaryotes	1	-1	chr8	88885015	88886199	|WDR21C|	NP_689631	1	FALSE	1	1	0	0.0000	
139081	MAGEC3	melanoma antigen family C, 3	Xq27.2	6629	23798	300469	NP_619647;NP_803251;XP_005262423	NM_138702;NM_177456;XM_005262366	ENSP00000298296	Q8TD91	TRUE	can	0	0	0	Eukaryotes	1	-1	chrX	140926102	140985615	|CT7.2|MAGE-C3|MAGEC4|	NP_619647	0	FALSE	1	2	9	0.0000	
139135	PASD1	PAS domain containing 1	Xq28	6613	20686	-	NP_775764	NM_173493	ENSP00000359382	Q8IV76	TRUE	can	0	0	0	Mammals	0	Signal transduction	chrX	150773117	150844612	|CT63|OXTES1|	NP_775764	0	FALSE	1	1	0	0.0000	
139285	AMER1	APC membrane recruitment protein 1	Xq11.2	6565	26837	300647	NP_689637;XP_005262298	NM_152424;XM_005262241	ENSP00000329117	Q5JTC6	TRUE	cgc	0	1	0	Vertebrates	1	-1	chrX	63409762	63413166	|FAM123B|OSCS|WTX|	NP_689637	0	FALSE	2	10	2656	0.4000	11
139378	GPR112	G protein-coupled receptor 112	Xq26.3	6578	18992	-	NP_722576;XP_005262424	NM_153834;XM_005262367	ENSP00000359686	Q8IZF6	TRUE	can	0	0	0	Eukaryotes	1	Signal transduction	chrX	135390937	135496485	|PGR17|RP1-299I16|	NP_722576	0	FALSE	1	1	0	0.0000	
139628	FOXR2	forkhead box R2	Xp11.21	-	30469	-	NP_940853	NM_198451	ENSP00000427329	Q6PJQ5	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chrX	55650145	55651077	|FOXN6|	NP_940853	0	FALSE	1	2	18	0.0000	
140831	ZSWIM3	zinc finger, SWIM-type containing 3	20q13.12	15903	16157	-	NP_542790;XP_006723772	NM_080752;NR_037628;XM_006723709	ENSP00000255152	Q96MP5	TRUE	can	0	0	0	Eukaryotes	2	-1	chr20	44486465	44507285	|C20orf164|PPP1R174|	NP_542790	0	FALSE	1	1	0	0.0000	
142685	ASB15	ankyrin repeat and SOCS box containing 15	7q31.31	10669	19767	-	NP_563616;XP_005250201;XP_005250202;XP_005250203;XP_005250204;XP_005250205;XP_005250206;XP_006715916	NM_080928;XM_005250144;XM_005250145;XM_005250146;XM_005250147;XM_005250148;XM_005250149;XM_006715853	ENSP00000275699	Q8WXK1	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Signal transduction	chr7	123254557	123277032	|NA|	NP_563616	0	FALSE	1	19	366	0.0410	
143187	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	18290	17792	614316	NP_660207;XP_005269600;XP_005269601;XP_005269602;XP_005269603;XP_005269604;XP_005269605;XP_006717699;XP_006717700	NM_145206;XM_005269543;XM_005269544;XM_005269545;XM_005269546;XM_005269547;XM_005269548;XM_006717636;XM_006717637	ENSP00000376792	Q96AJ9	TRUE	cgc	1	0	0	Eukaryotes	0	Cellular processes	chr10	114207132	114575139	|MVti1|VTI1RP2|Vti1-rp2|	XP_005269600	0	FALSE	1	9	134	0.3330	6
144535	CFAP54	cilia and flagella associated 54	12q23.1	-	26456	-	XP_006710027;XP_006719787;XP_006726609	XM_006709964;XM_006719724;XM_006726546	ENSP00000431759	NA	TRUE	can	0	0	-1	Eukaryotes	0	-1	-	0	0	|C12orf55|	-	-1	FALSE	1				
145264	SERPINA12	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12	14q32.13	18038	18359	-	NP_776249;XP_005267408	NM_173850;XM_005267351	ENSP00000342109	Q8IW75	TRUE	can	0	0	0	Last Universal Common Ancestor	0	-1	chr14	94953643	94964734	|OL-64|	NP_776249	0	FALSE	1	1	0	0.0000	
145581	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	14q21.1	17445	20360	612811	NP_689660;XP_005267426	NM_152447;XM_005267369;XR_429293	ENSP00000298119	Q96NI6	TRUE	can	0	0	0	Eukaryotes	0	-1	chr14	42355829	42368163	|C14orf146|FIGLER8|SALM5|	NP_689660	0	FALSE	2				
145788	C15orf65	chromosome 15 open reading frame 65	15q21.3	-	44654	-	NP_001185713	NM_001198784	ENSP00000456337	H3BRN8	TRUE	cgc	1	0	0	Metazoans	0	-1	chr15	55710421	55710765	|NA|	NP_001185713	0	FALSE	1				
146167	SLC38A8	solute carrier family 38, member 8	16q23.3	-	32434	615585	NP_001073911;XP_006721198	NM_001080442;XM_006721135	ENSP00000299709	A6NNN8	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular processes	chr16	84043392	84075762	|FVH2|	NP_001073911	0	FALSE	1				
146850	PIK3R6	phosphoinositide-3-kinase, regulatory subunit 6	17p13.1	-	27101	611462	NP_001010855	NM_001010855	-	Q5UE93	TRUE	can	0	0	0	-	0	-1	chr17	8706594	8743015	|C17orf38|HsT41028|p84 PIKAP|p87(PIKAP)|p87PIKAP|	NP_001010855	0	FALSE	1	2	0	1.0000	1
146852	ODF4	outer dense fiber of sperm tails 4	17p13.1	17658	19056	610097	NP_694552;XP_005256533;XP_005256535	NM_153007;XM_005256476;XM_005256478	ENSP00000331086	Q2M2E3	TRUE	can	0	0	0	Mammals	0	Development,Multicellular activities	chr17	8243370	8249167	|CT136|OPPO1|	NP_694552	0	FALSE	1	1	0	0.0000	
147179	WIPF2	WAS/WASL interacting protein family, member 2	17q21.2	18304	30923	609692	NP_573571;XP_005257140;XP_005257141	NM_133264;XM_005257083;XM_005257084	ENSP00000320924	Q8TF74	TRUE	can	0	0	0	Vertebrates	0	-1	chr17	38416784	38433435	|WICH|WIRE|	NP_573571	0	FALSE	1	17	880	0.1400	6
147184	TMEM99	transmembrane protein 99	17q21.2	14478	28305	-	NP_001182315;NP_001182316;NP_660317;XP_005257146	NM_001195386;NM_001195387;NM_145274;XM_005257089	-	Q8N816	TRUE	can	0	0	0	-	0	-1	chr17	38990769	38991542	|NA|	NP_001182315	0	FALSE	1				
147409	DSG4	desmoglein 4	18q12.1	6387	21307	607892	NP_001127925;NP_817123	NM_001134453;NM_177986	ENSP00000352785	Q86SJ6	TRUE	can	0	0	0	Eukaryotes	0	Cell motility and interactions,Development,Multicellular activities	chr18	28956875	28993555	|CDGF13|CDHF13|HYPT6|LAH|	NP_001127925	0	FALSE	1				
148345	C1orf127	chromosome 1 open reading frame 127	1p36.22	8780	26730	-	NP_001164225;XP_006710440	NM_001170754;NM_173507;XM_006710377	ENSP00000366203	B7ZLG7	TRUE	can	0	0	0	Mammals	0	-1	chr1	11007723	11036312	|NA|	NP_001164225	0	FALSE	1				
148823	GCSAML	germinal center-associated, signaling and motility-like	1q44	14082	29583	-	NP_001268763;NP_001268764;NP_001268765;NP_001268766;NP_001268767;NP_001268782;NP_660321	NM_001281834;NM_001281835;NM_001281836;NM_001281837;NM_001281838;NM_001281853;NM_145278	ENSP00000355444	Q5JQS6	TRUE	can	0	0	0	Mammals	3	-1	chr1	247719707	247737681	|C1orf150|	NP_001268782	0	FALSE	1				
149371	EXOC8	exocyst complex component 8	1q42.2	9943	24659	615283	NP_787072	NM_175876	ENSP00000353564	Q8IYI6	TRUE	can	0	0	0	Eukaryotes	1	Cellular processes	chr1	231471317	231473491	|EXO84|Exo84p|SEC84|	NP_787072	0	FALSE	1	34	13713	0.1110	4
150160	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	22q11.1	16708	15553	-	NP_055221	NM_014406	ENSP00000353048	Q96SF2	TRUE	can	0	0	1	Eukaryotes	0	Cellular metabolism,Cellular processes	chr22	17071770	17073440	|CESK1|	NP_055221	1	FALSE	1				
150465	TTL	tubulin tyrosine ligase	2q13	-	21586	608291	NP_714923;XP_005263656	NM_153712;XM_005263599	ENSP00000233336	Q8NG68	TRUE	cgc	1	0	0	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism	chr2	113239922	113286369	|NA|	NP_714923	0	FALSE	1	2	180	0.0000	
151056	PLB1	phospholipase B1	2p23.2	15141	30041	610179	NP_001164056;NP_694566	NM_001170585;NM_153021	ENSP00000330442	Q6P1J6	TRUE	can	0	0	0	Opisthokonts	0	Cellular metabolism	chr2	28718982	28865924	|PLB/LIP|hPLB|	NP_694566	0	FALSE	1	4	69	0.0000	
151742	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L	3q26.1	-	16381	611931	NP_640338;XP_006713570	NM_139245;XM_006713507	ENSP00000417659	Q5SGD2	TRUE	can	0	0	0	Last Universal Common Ancestor	2	Cellular metabolism,Cellular processes	chr3	160474097	160786942	|PP2C-epsilon|PPM1-LIKE|	NP_640338	0	FALSE	1	1	0	0.0000	3
151888	BTLA	B and T lymphocyte associated	3q13.2	6392	21087	607925	NP_001078826;NP_861445;XP_005247193	NM_001085357;NM_181780;XM_005247136	ENSP00000333919	Q7Z6A9	TRUE	can	0	0	0	Vertebrates	1	-1	chr3	112184958	112218205	|BTLA1|CD272|	NP_861445	0	FALSE	1	4	14593	0.1670	3
152007	GLIPR2	GLI pathogenesis-related 2	9p13.3	6187	18007	607141	NP_001273939;NP_001273940;NP_001273941;NP_001273942;NP_001273943;NP_071738	NM_001287010;NM_001287011;NM_001287012;NM_001287013;NM_001287014;NM_022343;NR_104637;NR_104638;NR_104639;NR_104640;NR_104641	ENSP00000367196	Q9H4G4	TRUE	can	0	0	0	Last Universal Common Ancestor	1	-1	chr9	36136817	36162516	|C9orf19|GAPR-1|GAPR1|	NP_001273942	0	FALSE	1	6	391	0.0670	
152687	ZNF595	zinc finger protein 595	4p16.3	15868	27196	-	NP_001272981;NP_001272982;NP_001272983;NP_872330	NM_001286052;NM_001286053;NM_001286054;NM_182524	ENSP00000437878	Q7Z3I0	TRUE	can	0	0	2	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr4	85621	87314	|NA|	NP_872330	2	FALSE	1	1	0	0.0000	
153328	SLC25A48	solute carrier family 25, member 48	5q31.1	14098	30451	-	NP_660325;XP_005271959;XP_005271960;XP_006714606;XP_006714607;XP_006714608;XP_006714609;XP_006714610;XP_006714611;XP_006714612;XP_006714613;XP_006714614;XP_006714615	NM_145282;XM_005271902;XM_005271903;XM_006714543;XM_006714544;XM_006714545;XM_006714546;XM_006714547;XM_006714548;XM_006714549;XM_006714550;XM_006714551;XM_006714552	ENSP00000413049	Q6ZT89	TRUE	can	0	0	0	Eukaryotes	0	-1	chr5	135170537	135215787	|NA|	XP_005271959	0	FALSE	1	4	29	0.0000	
157724	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13	8q21.3	15397	23092	-	NP_620172;XP_005250861	NM_138817;XM_005250804	ENSP00000297524	Q8TCU3	TRUE	can	0	0	0	Last Universal Common Ancestor	1	Cellular processes	chr8	87226645	87242506	|AGT-1|XAT2|	NP_620172	0	FALSE	1				
157855	KCNU1	potassium channel, subfamily U, member 1	8p11.23	-	18867	615215	NP_001027006;XP_005273481	NM_001031836;XM_005273424	ENSP00000382770	A8MYU2	TRUE	can	0	0	0	Eukaryotes	0	-1	chr8	36641929	36793435	|KCNMC1|KCa5|KCa5.1|Kcnma3|Slo3|	NP_001027006	0	FALSE	1				
158471	PRUNE2	prune homolog 2 (Drosophila)	9q21.2	12970	25209	610691	NP_056040;XP_005251802;XP_005251803;XP_005251805;XP_005251807;XP_005251808;XP_005251809;XP_005251810;XP_005251811;XP_006717045;XP_006717046;XP_006717047;XP_006717048;XP_006717049;XP_006717050	NM_015225;NM_138818;XM_005251745;XM_005251746;XM_005251748;XM_005251750;XM_005251751;XM_005251752;XM_005251753;XM_005251754;XM_006716982;XM_006716983;XM_006716984;XM_006716985;XM_006716986;XM_006716987;XR_242571;XR_428517;XR_428518	ENSP00000365908	Q8WUY3	TRUE	can	0	0	0	Eukaryotes	6	Cell cycle,Development,Regulation of intracellular processes and metabolism	chr9	79234258	79520879	|A214N16.3|BMCC1|BNIPXL|C9orf65|KIAA0367|bA214N16.3|	XP_005251802	0	FALSE	1	12	739	0.3480	
158584	FAAH2	fatty acid amide hydrolase 2	Xp11.21	6551	26440	300654	NP_777572;XP_005262039;XP_005262040;XP_005262041;XP_005262042;XP_005262043;XP_005262044	NM_174912;XM_005261982;XM_005261983;XM_005261984;XM_005261985;XM_005261986;XM_005261987	ENSP00000364035	Q6GMR7	TRUE	can	0	0	0	Last Universal Common Ancestor	1	-1	chrX	57313259	57515362	|AMDD|	NP_777572	0	FALSE	2	1	0	0.0000	
160335	TMTC2	transmembrane and tetratricopeptide repeat containing 2	12q21.31	13230	25440	615856	NP_689801;XP_005268737	NM_152588;XM_005268680	ENSP00000322300	Q8N394	TRUE	can	0	0	0	Last Universal Common Ancestor	6	-1	chr12	83081366	83526165	|IBDBP1|	NP_689801	0	FALSE	1	1	0	0.0000	
160418	TMTC3	transmembrane and tetratricopeptide repeat containing 3	12q21.32	10243	26899	-	NP_861448;XP_005268739;XP_005268740;XP_005268741	NM_181783;XM_005268682;XM_005268683;XM_005268684	ENSP00000266712	Q6ZXV5	TRUE	can	0	0	0	Last Universal Common Ancestor	13	-1	chr12	88542093	88589423	|NA|	NP_861448	0	FALSE	1	1	0	0.0000	
160762	CCDC63	coiled-coil domain containing 63	12q24.11	8765	26669	-	NP_001273172;NP_001273173;NP_689804;XP_006719325;XP_006719326;XP_006719327	NM_001286243;NM_001286244;NM_152591;XM_006719262;XM_006719263;XM_006719264	ENSP00000312399	Q8NA47	TRUE	can	0	0	0	Eukaryotes	0	-1	chr12	111291209	111345277	|ODA5|	NP_689804	0	FALSE	1				
161176	SYNE3	spectrin repeat containing, nuclear envelope family member 3	14q32.13	12652	19861	610861	NP_689805;XP_005267433;XP_005267434;XP_006720126;XP_006720127;XP_006720128;XP_006720129;XP_006720130	NM_152592;XM_005267376;XM_005267377;XM_006720063;XM_006720064;XM_006720065;XM_006720066;XM_006720067	ENSP00000334308	Q6ZMZ3	TRUE	can	0	0	0	Eukaryotes	2	-1	chr14	95884166	95942158	|C14orf49|NET53|Nesp3|	NP_689805	0	FALSE	1				
162968	ZNF497	zinc finger protein 497	19q13.43	15806	23714	-	NP_001193938;NP_940860	NM_001207009;NM_198458	ENSP00000311183	Q6ZNH5	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	58867508	58869001	|NA|	NP_001193938	0	FALSE	1				
165257	C1QL2	complement component 1, q subcomponent-like 2	2q14.2	12713	24181	614330	NP_872334;XP_006712409	NM_182528;XM_006712346	ENSP00000272520;ENSP00000438346	Q7Z5L3	TRUE	can	0	0	0	Eukaryotes	0	Cellular processes	chr2	119914381	119915845	|C1QTNF10|CTRP10|	NP_872334	0	FALSE	1				
166824	RASSF6	Ras association (RalGDS/AF-6) domain family member 6	4q13.3	15220	20796	612620	NP_001257320;NP_001257321;NP_803876;NP_958834	NM_001270391;NM_001270392;NM_177532;NM_201431	ENSP00000340578	Q6ZTQ3	TRUE	can	0	0	0	Vertebrates	6	Signal transduction	chr4	74441955	74486217	|NA|	NP_958834	0	FALSE	1	5	110	0.3000	
166968	MIER3	mesoderm induction early response 1, family member 3	5q11.2	8199	26678	-	NP_689835;XP_005248505	NM_152622;XM_005248448	ENSP00000370611	Q7Z3K6	TRUE	can	0	0	0	Metazoans	9	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr5	56218958	56242902	|NA|	XP_005248505	0	FALSE	1	2	0	1.0000	
168090	C6orf118	chromosome 6 open reading frame 118	6q27	12844	21233	-	NP_659417;XP_005266895;XP_006715415;XP_006715416	NM_144980;XM_005266838;XM_006715352;XM_006715353;XR_427964	ENSP00000230301	Q5T5N4	TRUE	can	0	0	0	Metazoans	2	-1	chr6	165693509	165715783	|bA85G2.1|dJ416F21.2|	XP_005266895	0	FALSE	1	1	0	0.0000	
169044	COL22A1	collagen, type XXII, alpha 1	8q24.3	9885	22989	610026	NP_690848;XP_005250867;XP_006716576	NM_152888;XM_005250810;XM_006716513	ENSP00000303153	Q8NFW1	TRUE	can	0	0	0	Eukaryotes	0	-1	chr8	139601499	139895415	|NA|	NP_690848	0	FALSE	2				1
